accreditation,city,clickUri,combined_program,degree_program,distance_learning,email,excerpt,institution,location,phone,state,title,uri,website,zip
,Boston,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b41a94c9-de21-41b0-a9eb-3da78915d062&efp=202&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Boston, Massachusetts",,['Massachusetts'],Boston University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b41a94c9-de21-41b0-a9eb-3da78915d062&efp=202&site=ashacms&webcode=edfinddetail,,02215
,Peoria,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a26b4756-e41b-456b-8552-c51254e7c172&efp=1150&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Peoria, Illinois",,['Illinois'],Bradley University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a26b4756-e41b-456b-8552-c51254e7c172&efp=1150&site=ashacms&webcode=edfinddetail,,61625
,Bridgewater,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=def3b100-f952-4e02-861c-6be4606a46a2&efp=1152&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Bridgewater, Massachusetts",,['Massachusetts'],Bridgewater State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=def3b100-f952-4e02-861c-6be4606a46a2&efp=1152&site=ashacms&webcode=edfinddetail,,02325
,Center Valley,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=66ee3293-fb75-4bbb-894e-9062b537a581&efp=947&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Center Valley, Pennsylvania",,['Pennsylvania'],DeSales University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=66ee3293-fb75-4bbb-894e-9062b537a581&efp=947&site=ashacms&webcode=edfinddetail,,18034-9568
,Center Valley,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=66ee3293-fb75-4bbb-894e-9062b537a581&efp=946&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Center Valley, Pennsylvania",,['Pennsylvania'],DeSales University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=66ee3293-fb75-4bbb-894e-9062b537a581&efp=946&site=ashacms&webcode=edfinddetail,,18034-9568
,Beaver Falls,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2394d767-c2b9-4036-9084-08d66b76a545&efp=236&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Beaver Falls, Pennsylvania",,['Pennsylvania'],Geneva College: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2394d767-c2b9-4036-9084-08d66b76a545&efp=236&site=ashacms&webcode=edfinddetail,,15010-3599
,Pocatello,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=181a0978-7cc4-4e36-9a12-2a6665cd5238&efp=514&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Pocatello, Idaho",,['Idaho'],Idaho State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=181a0978-7cc4-4e36-9a12-2a6665cd5238&efp=514&site=ashacms&webcode=edfinddetail,,83209-8116
,Terre Haute,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=420573b5-dd06-4fce-9227-07d6bc7859e3&efp=474&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Terre Haute, Indiana",,['Indiana'],Indiana State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=420573b5-dd06-4fce-9227-07d6bc7859e3&efp=474&site=ashacms&webcode=edfinddetail,,47809
,Indiana,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b97d183a-6d9a-4423-aca2-de6daa32831b&efp=651&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Indiana, Pennsylvania",,['Pennsylvania'],Indiana University of Pennsylvania: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b97d183a-6d9a-4423-aca2-de6daa32831b&efp=651&site=ashacms&webcode=edfinddetail,,15705
,Brookville,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=fd954490-501a-4dac-a96d-98c9fa33b46e&efp=273&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Brookville, New York",,['New York'],LIU Post: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=fd954490-501a-4dac-a96d-98c9fa33b46e&efp=273&site=ashacms&webcode=edfinddetail,,11548-1300
,Moorhead,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2bfc21e4-fe21-4063-b51c-b189896eeb42&efp=498&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Moorhead, Minnesota",,['Minnesota'],"Minnesota State University, Moorhead: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2bfc21e4-fe21-4063-b51c-b189896eeb42&efp=498&site=ashacms&webcode=edfinddetail,,56563
,New York,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9d1317ee-19b8-478a-9876-f4db6ac20dc9&efp=1034&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"New York, New York",,['New York'],New York University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9d1317ee-19b8-478a-9876-f4db6ac20dc9&efp=1034&site=ashacms&webcode=edfinddetail,,10012
,Stillwater,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=05be12b3-89ce-4d8c-b452-4b5e1ee86872&efp=141&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Stillwater, Oklahoma",,['Oklahoma'],Oklahoma State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=05be12b3-89ce-4d8c-b452-4b5e1ee86872&efp=141&site=ashacms&webcode=edfinddetail,,74078-5062
,California,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2159b7fd-0e5e-422a-8590-c1e7cc50f1f2&efp=971&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"California, Pennsylvania",,['Pennsylvania'],Pennsylvania Western University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2159b7fd-0e5e-422a-8590-c1e7cc50f1f2&efp=971&site=ashacms&webcode=edfinddetail,,15419
,Portland,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=72eee7d8-4c48-499f-98ce-e39084050ed6&efp=979&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Portland, Oregon",,['Oregon'],Portland State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=72eee7d8-4c48-499f-98ce-e39084050ed6&efp=979&site=ashacms&webcode=edfinddetail,,97207-0751
,St. Cloud,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=591b36f9-8daf-460a-b177-753ae1513031&efp=68&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"St. Cloud, Minnesota",,['Minnesota'],St. Cloud State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=591b36f9-8daf-460a-b177-753ae1513031&efp=68&site=ashacms&webcode=edfinddetail,,56301
,Chicago,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9ffa3f25-9d50-4bd7-9243-3799065b46ee&efp=255&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Chicago, Illinois",,['Illinois'],St. Xavier University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9ffa3f25-9d50-4bd7-9243-3799065b46ee&efp=255&site=ashacms&webcode=edfinddetail,,60655
,Philadelphia,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=24959224-3a07-4583-890d-7d2e8de13c78&efp=519&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Philadelphia, Pennsylvania",,['Pennsylvania'],Temple University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=24959224-3a07-4583-890d-7d2e8de13c78&efp=519&site=ashacms&webcode=edfinddetail,,19122
,Orlando,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c4462928-2616-4352-a5c5-f46d0c2b007c&efp=1154&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Orlando, Florida",,['Florida'],University of Central Florida: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c4462928-2616-4352-a5c5-f46d0c2b007c&efp=1154&site=ashacms&webcode=edfinddetail,,32816-2215
,Orlando,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c4462928-2616-4352-a5c5-f46d0c2b007c&efp=931&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Orlando, Florida",,['Florida'],University of Central Florida: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c4462928-2616-4352-a5c5-f46d0c2b007c&efp=931&site=ashacms&webcode=edfinddetail,,32816-2215
,Houston,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f6c95c4f-ba12-496b-812a-ca9d5d7fef4d&efp=163&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Houston, Texas",,['Texas'],University of Houston: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f6c95c4f-ba12-496b-812a-ca9d5d7fef4d&efp=163&site=ashacms&webcode=edfinddetail,,77204-6018
,Houston,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f6c95c4f-ba12-496b-812a-ca9d5d7fef4d&efp=935&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Houston, Texas",,['Texas'],University of Houston: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f6c95c4f-ba12-496b-812a-ca9d5d7fef4d&efp=935&site=ashacms&webcode=edfinddetail,,77204-6018
,Missoula,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0ca217d8-4ec9-406a-9cd9-f39252a0e929&efp=599&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Missoula, Montana",,['Montana'],University of Montana: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0ca217d8-4ec9-406a-9cd9-f39252a0e929&efp=599&site=ashacms&webcode=edfinddetail,,59812
,PIttsburgh,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c5f8d956-db32-4d03-a91a-202c4f00dc9a&efp=487&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"PIttsburgh, Pennsylvania",,['Pennsylvania'],University of Pittsburgh: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c5f8d956-db32-4d03-a91a-202c4f00dc9a&efp=487&site=ashacms&webcode=edfinddetail,,15260
,Austin,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=3b859309-5e63-466d-8ee2-09fb428889f3&efp=660&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Austin, Texas",,['Texas'],"University of Texas, Austin: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=3b859309-5e63-466d-8ee2-09fb428889f3&efp=660&site=ashacms&webcode=edfinddetail,,78712
,Tempe,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=37813233-64e5-4e03-bea5-addab891e342&efp=317&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Tempe, Arizona",,['Arizona'],Arizona State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=37813233-64e5-4e03-bea5-addab891e342&efp=317&site=ashacms&webcode=edfinddetail,,85287-0102
,Montgomery,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=1fb9dce6-c1ae-4388-b906-52c608cc297d&efp=511&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Montgomery, Alabama",,['Alabama'],"Auburn University, Montgomery: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=1fb9dce6-c1ae-4388-b906-52c608cc297d&efp=511&site=ashacms&webcode=edfinddetail,,36124-4023
,Rock Island,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=bb96e835-6e75-4c5d-9dd9-e81b83598534&efp=11&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Rock Island, Illinois",,['Illinois'],Augustana College (IL): Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=bb96e835-6e75-4c5d-9dd9-e81b83598534&efp=11&site=ashacms&webcode=edfinddetail,,61201
,Grand Rapids,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=5d21be62-cefe-4015-b76c-f928ee347359&efp=543&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Grand Rapids, Michigan",,['Michigan'],Calvin University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=5d21be62-cefe-4015-b76c-f928ee347359&efp=543&site=ashacms&webcode=edfinddetail,,49546
,Cleveland,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=22932ec4-8269-43b4-b05c-2bb988bcb990&efp=558&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Cleveland, Ohio",,['Ohio'],Case Western Reserve University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=22932ec4-8269-43b4-b05c-2bb988bcb990&efp=558&site=ashacms&webcode=edfinddetail,,44106
,Mequon,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=97317e35-62c1-4542-bbcb-d5a10d7bf951&efp=322&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Mequon, Wisconsin",,['Wisconsin'],Concordia University Wisconsin: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=97317e35-62c1-4542-bbcb-d5a10d7bf951&efp=322&site=ashacms&webcode=edfinddetail,,53097
,Grand Rapids,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=073869fc-b251-4639-831a-4ef1f749c4f9&efp=550&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA),  Bachelor’s/clinical doctoral (e.g.,BA/AuD)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Grand Rapids, Michigan",,['Michigan'],Grand Valley State University : Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=073869fc-b251-4639-831a-4ef1f749c4f9&efp=550&site=ashacms&webcode=edfinddetail,,49503
,Hempstead,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f0551cfa-7dc6-4bae-aa21-99f6e8efa3d9&efp=545&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Hempstead, New York",,['New York'],Hofstra University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f0551cfa-7dc6-4bae-aa21-99f6e8efa3d9&efp=545&site=ashacms&webcode=edfinddetail,,11549
,Jackson,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=6532d80c-2932-47d3-a5b1-86377ad97535&efp=636&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Jackson, Mississippi",,['Mississippi'],Jackson State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=6532d80c-2932-47d3-a5b1-86377ad97535&efp=636&site=ashacms&webcode=edfinddetail,,39213
,Denver,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=35af450d-af9c-4efb-8429-c8098a9e74e1&efp=561&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Denver, Colorado",,['Colorado'],Metropolitan State University of Denver: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=35af450d-af9c-4efb-8429-c8098a9e74e1&efp=561&site=ashacms&webcode=edfinddetail,,80204
,East Lansing,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=6660b83b-260a-4804-b90c-c64cc7d0743d&efp=862&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"East Lansing, Michigan",,['Michigan'],Michigan State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=6660b83b-260a-4804-b90c-c64cc7d0743d&efp=862&site=ashacms&webcode=edfinddetail,,48824-1212
,Rockville Centre,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=1efe7cd0-e141-45d7-9efa-d6870efde589&efp=1031&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Rockville Centre, New York",,['New York'],Molloy University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=1efe7cd0-e141-45d7-9efa-d6870efde589&efp=1031&site=ashacms&webcode=edfinddetail,,11571-5002
,Mount Vernon,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=04f9ead6-f3c9-42ca-b464-3a34ef9308f5&efp=209&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Mount Vernon, Ohio",,['Ohio'],Mount Vernon Nazarene University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=04f9ead6-f3c9-42ca-b464-3a34ef9308f5&efp=209&site=ashacms&webcode=edfinddetail,,43050
,Rochester,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9e4736f3-3e38-4718-b2c5-9b723c8d3b3a&efp=678&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Rochester, New York",,['New York'],Nazareth University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9e4736f3-3e38-4718-b2c5-9b723c8d3b3a&efp=678&site=ashacms&webcode=edfinddetail,,14618-3790
,Henderson,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b9e1fc0a-3715-457c-b462-b4d07e263fc8&efp=720&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Henderson, Nevada",,['Nevada'],Nevada State University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b9e1fc0a-3715-457c-b462-b4d07e263fc8&efp=720&site=ashacms&webcode=edfinddetail,,89002
,Boston,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=dca87608-f726-456f-9219-7c00168b168a&efp=657&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Boston, Massachusetts",,['Massachusetts'],Northeastern University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=dca87608-f726-456f-9219-7c00168b168a&efp=657&site=ashacms&webcode=edfinddetail,,02115
,Athens,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a7eca297-8ceb-4280-87b4-df5d8b4e5ff9&efp=173&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Athens, Ohio",,['Ohio'],Ohio University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a7eca297-8ceb-4280-87b4-df5d8b4e5ff9&efp=173&site=ashacms&webcode=edfinddetail,,45701-2979
,San Diego,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=83962615-99b4-4354-85c8-d72c6481cbbd&efp=426&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"San Diego, California",,['California'],San Diego State University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=83962615-99b4-4354-85c8-d72c6481cbbd&efp=426&site=ashacms&webcode=edfinddetail,,92182-1518
,San Jose,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=6c11b735-71a4-4304-8989-e724202ce5c7&efp=1044&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"San Jose, California",,['California'],San Jose State University - SLP Program: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=6c11b735-71a4-4304-8989-e724202ce5c7&efp=1044&site=ashacms&webcode=edfinddetail,,95192-0079
,Queens,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f35fddfe-ae68-4f04-809d-8dd8205c6a97&efp=186&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Queens, New York",,['New York'],St. John's University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f35fddfe-ae68-4f04-809d-8dd8205c6a97&efp=186&site=ashacms&webcode=edfinddetail,,11439
,Cortland,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=48923ea1-e705-49bf-ac6a-5acc68fe892d&efp=614&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Cortland, New York",,['New York'],SUNY at Cortland: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=48923ea1-e705-49bf-ac6a-5acc68fe892d&efp=614&site=ashacms&webcode=edfinddetail,,13045
,Fredonia,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=aa13866a-1a99-4cd4-b2c6-c828535280d6&efp=1157&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Fredonia, New York",,['New York'],SUNY at Fredonia: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=aa13866a-1a99-4cd4-b2c6-c828535280d6&efp=1157&site=ashacms&webcode=edfinddetail,,14063
